Date,Last Price
2023-11-20,
2023-11-17,1101.499
2023-11-16,1099.5551
2023-11-15,1095.587
2023-11-14,1095.817
2023-11-13,1086.608
2023-11-10,1087.468
2023-11-09,1088.041
2023-11-08,1092.434
2023-11-07,1089.683
2023-11-06,1087.995
2023-11-03,1089.639
2023-11-02,1082.151
2023-11-01,1072.1281
2023-10-31,1067.2629
2023-10-30,1066.999
2023-10-27,1066.995
2023-10-26,1066.261
2023-10-25,1065.272
2023-10-24,1067.4709
2023-10-23,1062.217
2023-10-20,1061.64
2023-10-19,1060.322
2023-10-18,1064.418
2023-10-17,1068.334
2023-10-16,1072.026
2023-10-13,1074.7321
2023-10-12,1073.64
2023-10-11,1078.178
2023-10-10,1072.818
2023-10-06,1065.262
2023-10-05,1068.1949
2023-10-04,1068.072
2023-10-03,1068.991
2023-10-02,1077.457
2023-09-29,1083.2729
2023-09-28,1082.209
2023-09-27,1085.062
2023-09-26,1087.78
2023-09-25,1090.155
2023-09-22,1094.0699
2023-09-21,1092.764
2023-09-20,1100.361
2023-09-19,1099.571
2023-09-18,1100.603
2023-09-15,1100.974
2023-09-14,1102.479
2023-09-13,1101.9091
2023-09-12,1101.327
2023-09-11,1101.296
2023-09-08,1102.803
2023-09-07,1101.396
2023-09-06,1099.828
2023-09-05,1103.057
2023-09-01,1106.5229
2023-08-31,1108.519
2023-08-30,1107.864
2023-08-29,1106.567
2023-08-28,1101.436
2023-08-25,1100.373
2023-08-24,1100.733
2023-08-23,1100.415
2023-08-22,1092.611
2023-08-21,1090.302
2023-08-18,1094.953
2023-08-17,1095.131
2023-08-16,1097.756
2023-08-15,1100.038
2023-08-14,1105.97
2023-08-11,1111.072
2023-08-10,1112.745
2023-08-09,1114.613
2023-08-08,1113.14
2023-08-07,1110.621
2023-08-04,1111.446
2023-08-03,1106.246
2023-08-02,1111.976
2023-08-01,1116.9449
2023-07-31,1121.995
2023-07-28,1119.652
2023-07-27,1116.767
2023-07-26,1118.175
2023-07-25,1116.944
2023-07-24,1117.234
2023-07-21,1117.4771
2023-07-20,1117.0229
2023-07-19,1121.031
2023-07-18,1119.4919
2023-07-17,1117.421
2023-07-14,1116.084
2023-07-13,1116.723
2023-07-12,1109.6851
2023-07-11,1102.47
2023-07-10,1098.387
2023-07-07,1096.629
2023-07-06,1099.644
2023-07-05,1107.75
2023-07-03,1108.521
2023-06-30,1108.902
2023-06-29,1106.507
2023-06-28,1111.274
2023-06-27,1109.772
2023-06-26,1110.611
2023-06-23,1108.119
2023-06-22,1106.528
2023-06-21,1107.244
2023-06-20,1105.2531
2023-06-16,1104.899
2023-06-15,1104.986
2023-06-14,1102.223
2023-06-13,1100.522
2023-06-12,1100.764
2023-06-09,1098.304
2023-06-08,1097.964
2023-06-07,1096.848
2023-06-06,1098.255
2023-06-05,1096.832
2023-06-02,1094.412
2023-06-01,1093.949
2023-05-31,1092.604
2023-05-30,1091.298
2023-05-26,1084.437
2023-05-25,1084.483
2023-05-24,1086.684
2023-05-23,1087.637
2023-05-22,1087.549
2023-05-19,1089.115
2023-05-18,1089.501
2023-05-17,1092.559
2023-05-16,1094.728
2023-05-15,1096.887
2023-05-12,1101.5439
2023-05-11,1103.978
2023-05-10,1100.938
2023-05-09,1097.689
2023-05-08,1098.431
2023-05-05,1100.649
2023-05-04,1102.3979
2023-05-03,1103.387
2023-05-02,1100.188
2023-05-01,1096.38
2023-04-28,1100.9041
2023-04-27,1096.673
2023-04-26,1098.903
2023-04-25,1099.635
2023-04-24,1094.829
2023-04-21,1093.005
2023-04-20,1094.325
2023-04-19,1093.9
2023-04-18,1097.309
2023-04-17,1098.051
2023-04-14,1101.244
2023-04-13,1102.554
2023-04-12,1102.629
2023-04-11,1100.614
2023-04-10,1099.465
2023-04-07,1099.587
2023-04-06,1102.672
2023-04-05,1102.924
2023-04-04,1102.995
2023-04-03,1101.248
2023-03-31,1096.585
2023-03-30,1091.983
2023-03-29,1088.693
2023-03-28,1086.719
2023-03-27,1088.012
2023-03-24,1091.3459
2023-03-23,1091.965
2023-03-22,1087.865
2023-03-21,1083.6
2023-03-20,1082.535
2023-03-17,1086.386
2023-03-16,1084.0081
2023-03-15,1085.0811
2023-03-14,1084.543
2023-03-13,1088.896
2023-03-10,1085.088
2023-03-09,1080.059
2023-03-08,1079.4449
2023-03-07,1081.7061
2023-03-06,1082.908
2023-03-03,1080.014
2023-03-02,1074.922
2023-03-01,1079.1851
2023-02-28,1083.1219
2023-02-27,1083.16
2023-02-24,1081.386
2023-02-23,1083.856
2023-02-22,1078.174
2023-02-21,1077.473
2023-02-17,1085.314
2023-02-16,1087.74
2023-02-15,1089.876
2023-02-14,1092.472
2023-02-13,1093.412
2023-02-10,1093.689
2023-02-09,1100.616
2023-02-08,1103.379
2023-02-07,1103.214
2023-02-06,1106.312
2023-02-03,1114.116
2023-02-02,1120.765
2023-02-01,1113.144
2023-01-31,1107.865
2023-01-30,1106.3879
2023-01-27,1109.339
2023-01-26,1109.167
2023-01-25,1109.627
2023-01-24,1109.665
2023-01-23,1106.78
2023-01-20,1106.113
2023-01-19,1108.048
2023-01-18,1109.038
2023-01-17,1098.84
2023-01-13,1097.262
2023-01-12,1097.02
2023-01-11,1090.7159
2023-01-10,1085.6851
2023-01-09,1089.631
2023-01-06,1084.165
2023-01-05,1077.9561
2023-01-04,1079.9659
2023-01-03,1075.801
2022-12-30,1073.505
2022-12-29,1074.012
2022-12-28,1073.0031
2022-12-27,1074.0861
2022-12-23,1076.5649
2022-12-22,1078.3929
2022-12-21,1078.592
